Title,Poster URL,Detected Language,Line 1,Line 2,Line 3,Error
Star Trek The Motion Picture,https://m.media-amazon.com/images/M/MV5BNjcyMmVmMTItNTA3Yy00NGJjLTlmYjQtZWQ3ZjcyNmU5NDQ2XkEyXkFqcGc@.jpg,en,STAR TKEK,THERE IS NOCOMPARISON:,MOTION,
Star Trek III The Search for Spock,https://m.media-amazon.com/images/M/MV5BYzNkOTZjMTMtOWYzZS00Yjg2LTgyMzQtMmNjODdkYzM0ZjhmXkEyXkFqcGc@.jpg,en,THE SEARCH FOR SPOCK,THe SEACH FOR,A DYING PLANET,
Star Trek IV The Voyage Home,https://m.media-amazon.com/images/M/MV5BYmZlYWYwMzUtMjYzMy00MWI1LTg3MDctOTdjYjA2MDkwNGU5XkEyXkFqcGc@.jpg,en,STARTREkM,HOW ON EARTH CAN THEY SAVE THE FUTURE,STAR DATE: 1986.,
Batman Returns,https://m.media-amazon.com/images/M/MV5BZTliMDVkYTktZDdlMS00NTAwLWJhNzYtMWIwMDZjN2ViMGFiXkEyXkFqcGc@.jpg,id,BATMAN,PFEIFFER,DEVITO,
Grease,https://m.media-amazon.com/images/M/MV5BNGY0NzE0ZTctN2YzNC00M2IwLWI0OWYtMTAwZWU2NjZhMTQwXkEyXkFqcGc@.jpg,en,Newton-John,John,Travolta,
Grease 2,https://m.media-amazon.com/images/M/MV5BYmMyODA2YjAtMDNhMS00OTFlLThjYjctOTMyODk0OTU1ZWYwXkEyXkFqcGc@.jpg,en,GREAS,2,The music and feeling g0 on forever:,
Marked for Death,https://m.media-amazon.com/images/M/MV5BN2Q3ZjI4OWItOGYzYi00YThiLTllNTgtMGYxNTg3NmVmYjMxXkEyXkFqcGc@.jpg,en,VERY; VERY ANGRY,THEY'VE ATTAcKeD HIS FAMILY,NOW; STEVEN SEAGAL IS_,
The Substance of Fire,https://m.media-amazon.com/images/M/MV5BNDcyNjkwMTY1OF5BMl5BanBnXkFtZTcwNDAzNTQyMQ@@.jpg,en,Fire,"POWERFULI""","BRILLIANTI""",
Under Siege,https://m.media-amazon.com/images/M/MV5BM2I3YjcwZDgtZjc3Yy00NTU1LWE5NzMtNzlkOWE4ZDc2YzE2XkEyXkFqcGc@.jpg,de,UNDERISIEGE,"Now, surrounded by terrorists; a lone man stands with a deadly plan of attack",In 1992 a battleship's been,
Terror in a Texas Town,https://m.media-amazon.com/images/M/MV5BYmRkYTNlYWMtNjEzZi00MTJiLWE4MTQtMDk2ZmQ1Yjk2ODIyXkEyXkFqcGc@.jpg,en,"hexas own""",STERLING HAYDEN,SIX-GUN:,
Jaws,https://m.media-amazon.com/images/M/MV5BYjViNDQzNmUtYzkxZi00NTk5LTljMmItYjJlZmZkODIxNjU1XkEyXkFqcGc@.jpg,pl,JAWS,The terrifying motion picture,from the terrifying No.l best seller,
Jaws 2,https://m.media-amazon.com/images/M/MV5BMzAxN2Q5Y2UtMDBkZS00MGQwLWIyZDEtYTgyNGRlZmZiNjI2XkEyXkFqcGc@.jpg,pl,JAWS 2,MURRAY,LORRAINE,
Jaws 3-D,https://m.media-amazon.com/images/M/MV5BYmY3YWZiMTAtZGYyYy00ODc3LTk5NjQtY2RhN2QwNzE2ZGI3XkEyXkFqcGc@.jpg,pl,JAKS,'JOE ALVES,ALL NEW,
My Fellow Americans,https://m.media-amazon.com/images/M/MV5BOWYzMzE2OTQtZTNkOS00M2U4LWExYTYtNWE1Yjc3YjJhYjZhXkEyXkFqcGc@.jpg,en,AMERICANS,GARNER,AYKROYD,
Mars Attacks,https://m.media-amazon.com/images/M/MV5BZjJhNTIxZmQtZjQ3ZC00MTZkLWI2YTItY2Y0ZTdiMmNiNGIyXkEyXkFqcGc@.jpg,sv,JACK,GLENN,ANNETTE,
Citizen Ruth,https://m.media-amazon.com/images/M/MV5BYjhiYWVkZGYtYWVkZC00NDY1LTg4NTgtNzQ0ZjFiZTM4ZWQ2XkEyXkFqcGc@.jpg,en,RUUTH,CITIZEN,"liberty,",
Jerry Maguire,https://m.media-amazon.com/images/M/MV5BM2E1ZjU1MjctZjU2Yi00MGE1LWI1MDEtYzBlMWJlNDc1NTQxXkEyXkFqcGc@.jpg,en,Teeey MaGuiee,E,disappeared:.,
Raising Arizona,https://m.media-amazon.com/images/M/MV5BNWIzMTdmZDgtZTc2NS00MDA1LWFiMmMtYzc5YzY0YTEyZjE5XkEyXkFqcGc@.jpg,tl,Their child-rearing years lay ahead.,Their lawless years are behind them.,comedy beyond belief,
Tin Men,https://m.media-amazon.com/images/M/MV5BMDNhZGI2NmQtZThkNy00YzAzLWI0MWItYjNlZmUwZmVlNmRkXkEyXkFqcGc@.jpg,de,TIN MEN,KOWBALI,THE AMERICAN DREAM CHANGES   THE PEOPLE WO SELL IT DON'T,
Sneakers,https://m.media-amazon.com/images/M/MV5BMGEwMmZlMjgtNDc0MS00NmY1LTljMzQtMzBmNmE0OWRkNjViXkEyXkFqcGc@.jpg,no,SIEVPOITIER,BEJJKNGSLEY,M,
In Love and War,https://m.media-amazon.com/images/M/MV5BMmQwNDlkYmUtZWY3NC00ZjNkLWE1MzUtM2M0ZmU4NDdiNjMwXkEyXkFqcGc@.jpg,en,LOVE,WAR,SULLOCK,
Marvin s Room,,en,,,,No poster for 'Marvin s Room'
Somebody Is Waiting,https://m.media-amazon.com/images/M/MV5BMjA2OTI4OTY4Nl5BMl5BanBnXkFtZTcwNzczMjgxMQ@@.jpg,en,WAitng,SOMEQDY,iS,
Ghosts of Mississippi,https://m.media-amazon.com/images/M/MV5BMmVlMWRlZjctNWM4YS00YTBiLWJhYjMtMmUxMDAzOGI1NWY0XkEyXkFqcGc@.jpg,en,Javes Woods,Whoopi GOLDBERG,Medgar Evers,
Beavis and Butt-Head Do America,https://m.media-amazon.com/images/M/MV5BNzA2NjczNmEtYjYxYi00ZjE2LTkzYTctYzhkZDdmMjlkY2FmXkEyXkFqcGc@.jpg,en,AMERICA,Do,BEAS,
La C r monie,,fr,,,,No poster for 'La C r monie'
Scream,https://m.media-amazon.com/images/M/MV5BMjA2NjU5MTg5OF5BMl5BanBnXkFtZTgwOTkyMzQxMDE@.jpg,en,M,C,Solving,
Michael,https://m.media-amazon.com/images/M/MV5BZTU3ZDhjODUtODEwMy00OWRmLWIyZDUtNTc4NjNiOWU5MzNjXkEyXkFqcGc@.jpg,de,,,,
Hamlet,https://m.media-amazon.com/images/M/MV5BNGNjM2NkMmItMjg4YS00OWZiLTk4ZTAtMTUzMzhkNTUxZDc5XkEyXkFqcGc@.jpg,tr,Gerard Depardieu,Jack Lemmon,Billy Crystal,
Some Mother s Son,https://m.media-amazon.com/images/M/MV5BYjIxNGUyMzItOTg5Yy00ZWUwLWFmNTktMjVkOWUwOGQxOWY4XkEyXkFqcGc@.jpg,en,Mothe(s) & Son,"flnby KERSTEN HOUSER produced by GEORG KOSZULINSKI,",BOONE HOUSER,
The Whole Wide World,https://m.media-amazon.com/images/M/MV5BMDM1YTQzMTYtZDgwNS00NDBkLTllMTQtYjI1YmM1YzkxNmZhXkEyXkFqcGc@.jpg,en,Whole,Wide,World,
Mother,https://m.media-amazon.com/images/M/MV5BMTQzMTg0NDA1M15BMl5BanBnXkFtZTgwODUzMTE0MjE@.jpg,en,t,6,@ r,
Thieves,https://m.media-amazon.com/images/M/MV5BMzYyODcwMDAyM15BMl5BanBnXkFtZTgwOTA4MjIwNDI@.jpg,en,ECHAEIBER,3,COMINE,
Evita,https://m.media-amazon.com/images/M/MV5BODNjMWViYzUtMzk4ZC00NjU4LTlmNjItNzc1ZjRiZGE3Y2E1XkEyXkFqcGc@.jpg,sq,EVITA,JONATHAN PRYCE,ANTONIO BANDERAS,
The Portrait of a Lady,https://m.media-amazon.com/images/M/MV5BZDA1NGM2NDAtODQwZC00YmQ5LTlkMmYtNmMwNDcyNmZiZTJlXkEyXkFqcGc@.jpg,en,PORTRAIT,LADY,OF A,
Walkabout,https://m.media-amazon.com/images/M/MV5BMTU1MDdmNzEtMWQ5YS00ZjRmLWJlZDgtOWYyZGIxOGQ1ZmVkXkEyXkFqcGc@.jpg,so,Walkabout,"""RECOMMENDED","RESERVATION""",
Message to Love The Isle of Wight Festival,https://m.media-amazon.com/images/M/MV5BMTc3MTAwMDQwNl5BMl5BanBnXkFtZTcwMzE1NDYyMQ@@.jpg,en,message t0 love,THE MOVIE,,
Murder at 1600,https://m.media-amazon.com/images/M/MV5BN2RhNDM3OGItYzA2Yy00OTMyLWFmM2MtNzA0NzU5MGUwNzI0XkEyXkFqcGc@.jpg,de,WESLEY SNIPES,DIANE,LANE,
Inside,https://m.media-amazon.com/images/M/MV5BMjBjZGI5ZjEtODMwMi00YWUxLWI3NjktZWM5MDY2MWRiNzcwXkEyXkFqcGc@.jpg,pt,INSIDE MAN,MOST WANTED,,
Fierce Creatures,https://m.media-amazon.com/images/M/MV5BNzljY2RhYzAtNTBkZC00NTRmLWI2ODYtODhjNTNjMGI4N2Q3XkEyXkFqcGc@.jpg,ro,FIERCE,CREATURES,JOHN,
Zeus and Roxanne,https://m.media-amazon.com/images/M/MV5BZWQ0OWZiZTgtMWI0Ni00NTRlLWI0MmMtNWI4MGRiYTBlZDM2XkEyXkFqcGc@.jpg,de,Roxanne,,,
Turbulence,https://m.media-amazon.com/images/M/MV5BYWI5MDkyMzEtNTc3ZC00YjBmLWJlNDItN2Y2ZGE4NDRiYTA2XkEyXkFqcGc@.jpg,ro,CE,RYSHER,,
Angel Baby,https://m.media-amazon.com/images/M/MV5BMDgyZDRmMjAtMDAyNi00MjIxLWI5ODItNTkwZjZmZTMyNzIxXkEyXkFqcGc@.jpg,tl,Baby,Angel,CUEVA,
Police Story 4 First Strike,,en,,,,No poster for 'Police Story 4 First Strike'
Underworld,https://m.media-amazon.com/images/M/MV5BOWIwZjFkYjktZTI3My00YzhkLWI5NmUtZDYyMTg5ZWVmODZkXkEyXkFqcGc@.jpg,af,UNDERWORLD,SEPTEMBER I9,KATE BECKINSALE,
Metro,https://m.media-amazon.com/images/M/MV5BZTBjOWE4ZmUtNGYwMy00OTZiLTk2ZjAtODE5ODUwYjRiZTBhXkEyXkFqcGc@.jpg,de,E,police hostage,negotiator is ahout,
La machine,https://m.media-amazon.com/images/M/MV5BMjAxNzc0MjQwOV5BMl5BanBnXkFtZTgwMDc3MzE2MDE@.jpg,it,Killing,Rouge,'EXTRAORDINARY..,
Falling in Love Again,https://m.media-amazon.com/images/M/MV5BYzM1MDg2NGItZWJlZC00OWU4LTlmN2YtNGE0ZmYyZDdmYzAxXkEyXkFqcGc@.jpg,en,SusannahsYork,Remember how you loved each other?,A film that will live in your memory forever,
The Cement Garden,https://m.media-amazon.com/images/M/MV5BM2I0NmM2MTctMDgwMy00NWYyLThmYWYtZWI3NzI0NmM0ZDhjXkEyXkFqcGc@.jpg,nl,C E M E N T,Th [,FROM THE AUTHOR OF THF COMFORT OF STRANGERS,
Dante s Peak,https://m.media-amazon.com/images/M/MV5BNmZmZGQ1YmEtZGI1My00NDU1LTk5ODUtODM1ZTRlOTYyMmU3XkEyXkFqcGc@.jpg,nl,DAKITES PEAK,LIMDA HAMILTON,PIERCE BROSNAN,
Meet Wally Sparks,https://m.media-amazon.com/images/M/MV5BZDcxN2UwNTktMWJlMS00NmY3LWIzMGEtMThjY2EzY2Y3MWZhXkEyXkFqcGc@.jpg,en,High Society:,He's a menace,to,
Benny Joon,https://m.media-amazon.com/images/M/MV5BMGQ4YWUyODMtZjQ2MC00OTI4LWE0MzItZmJkZDc5NDcxN2Y5XkEyXkFqcGc@.jpg,cy,PC,WC,,
Prefontaine,https://m.media-amazon.com/images/M/MV5BMTk2MzE0NjQ0Nl5BMl5BanBnXkFtZTcwMzUxMjkxMQ@@.jpg,en,THUMBS,"Upi""",005,
A Tickle in the Heart,https://m.media-amazon.com/images/M/MV5BMTc2NDg0NDM1OV5BMl5BanBnXkFtZTcwNTA2NTYyMQ@@.jpg,en,Heart,,,
Guantanamera,https://m.media-amazon.com/images/M/MV5BMzQzZjUzMDUtZDg0Yy00Y2RmLWI5YjQtZjE4NzExZGUyYjc2XkEyXkFqcGc@.jpg,id,GUANTANAMERA,,,
McHale s Navy,https://m.media-amazon.com/images/M/MV5BYmMwYTlmZGYtYTExZS00MmI5LWJlM2EtM2VjNjQyZGU4ZDdhXkEyXkFqcGc@.jpg,sk,1,,,
Gridlock d,https://m.media-amazon.com/images/M/MV5BNjNkY2FhN2YtMmVhZi00YTU5LWIxMzktN2JiMGM5NDZhYTQwXkEyXkFqcGc@.jpg,sv,HASSELHOFF,IRELAND,FERMANDES,
Fire on the Mountain,https://m.media-amazon.com/images/M/MV5BNTY0OTY1MjY5M15BMl5BanBnXkFtZTYwOTM3Mjk4.jpg,en,VOLCANO:,g,,
Waiting for Guffman,https://m.media-amazon.com/images/M/MV5BMGY1MjZiOGEtNDE5Mi00N2EwLWI4OGMtYWZkNzJmYjI5ZWQwXkEyXkFqcGc@.jpg,en,WAITING FOR GUFFMAN,UNDISCOVERED.,REASON SOME TALENT,
The Beautician and the Beast,https://m.media-amazon.com/images/M/MV5BNzEyNGM1NDMtMDI3MS00NzdhLWI5OWQtNzY3NGNkYTEwYmMzXkEyXkFqcGc@.jpg,en,4,BEXST,TIMOTHY DALTON,
SubUrbia,https://m.media-amazon.com/images/M/MV5BZTU1OGIxYjItNGM4My00ZDUwLTg3MzQtMDBlYmUzMjQ3NzVjXkEyXkFqcGc@.jpg,id,A New Movie.,About A New Generation.,R,
Hotel de Love,https://m.media-amazon.com/images/M/MV5BMTI2OTA0MzE0NF5BMl5BanBnXkFtZTcwMjA2NjEyMQ@@.jpg,nl,Hofele,Cove,Qc,
The Pest,https://m.media-amazon.com/images/M/MV5BMTdiMzM4NDYtZTMxZi00OTEyLWFiOWMtNjdkNWNhYWY3ZjQ4XkEyXkFqcGc@.jpg,en,JOHN LEGUIZAMO,question:,'colled,
Fools Rush In,https://m.media-amazon.com/images/M/MV5BMzg4ZjA0OTUtNDIwMy00ODc0LTg2NzgtNTk4ODExYTJmYmZhXkEyXkFqcGc@.jpg,en,,,,
Touch,https://m.media-amazon.com/images/M/MV5BYzMyOTg3ODAtMWEzNy00ZTE0LWI1Y2MtYzAwY2UwMWRjOTkxXkEyXkFqcGc@.jpg,en,0 L,5 0,H,
Absolute Power,https://m.media-amazon.com/images/M/MV5BMTZkNzU2YmItNmVmMC00OTM2LTg2YTEtOTk0MWRlNWY3NDIxXkEyXkFqcGc@.jpg,pl,CLINT EASTWOOD GENE HACKMAN ED HARRIS,LAURA LINNEY JUDY DAVIS,E.G. MARSHALL   DENNIS HAYSBERT,
That Darn Cat,https://m.media-amazon.com/images/M/MV5BNTFjYjAyNGEtZjdlZS00NDZlLWE0ZjUtNzIyZTY5NTNkMDgzXkEyXkFqcGc@.jpg,en,TAT DARN CAt,Walt Disney,It takes a Siamese Secret agent,
Vegas Vacation,https://m.media-amazon.com/images/M/MV5BMTQwZmVkMGUtMWEzNi00N2MzLThkMDItZDI2YjJiYzMxZDEzXkEyXkFqcGc@.jpg,en,e,VACATION,@,
Unforgotten Twenty-Five Years After Willowbrook,https://m.media-amazon.com/images/M/MV5BMTIyNjg3Nzk4MV5BMl5BanBnXkFtZTcwMzE0NzU5MQ@@.jpg,en,UNFORGOTTEN,"POWERFUL""",ARSOLUTELY MESMERIZING,
Rosewood,https://m.media-amazon.com/images/M/MV5BMjM3MzA4MjU4OV5BMl5BanBnXkFtZTgwODI0NzQ1NjE@.jpg,af,ROSEWOOD,MORRIS CHESTNUT 1s,SEPT23 FOX,
Hi Cousin,https://m.media-amazon.com/images/M/MV5BMjI4OTMzNjk5Ml5BMl5BanBnXkFtZTcwMjE1MTMyMQ@@.jpg,en,saluitcousfnl,OPPOSE,SAUF,
Booty Call,https://m.media-amazon.com/images/M/MV5BM2VjZDI1NTktNzM0ZC00MzFkLThkMWQtOTFmZWMzZGYzZGQ1XkEyXkFqcGc@.jpg,en,Oly,BO,L,
Rhyme Reason,https://m.media-amazon.com/images/M/MV5BMTI5MTgxODI0Nl5BMl5BanBnXkFtZTYwNzg3MDU5.jpg,cy,ice-T,Kas-One,,
Boys Life 2,https://m.media-amazon.com/images/M/MV5BMTYxMTg5NDgwMV5BMl5BanBnXkFtZTcwNzA4NzgxMQ@@.jpg,en,boys life,2,Alkali; Jowa,
Best Men,https://m.media-amazon.com/images/M/MV5BMTkyNDg2NzM0N15BMl5BanBnXkFtZTcwMjEwMTAyMQ@@.jpg,de,BestMen,Dick   Sean Patrick Flanery,Dean Cain,
Jungle 2 Jungle,https://m.media-amazon.com/images/M/MV5BODQwYTBjMjYtMTIxOC00NzJjLTlmNmYtZGRhZGJkZDEyNmU1XkEyXkFqcGc@.jpg,de,JUNGLE,JUNGLE,"14,",
Kama Sutra A Tale of Love,https://m.media-amazon.com/images/M/MV5BM2IwMDg0ZmEtMDBmYi00NDY2LWI3MjUtMzI5NmI1ZTdlMDQ4XkEyXkFqcGc@.jpg,en,KAMSUTRA,"Academy""",Salaam Bombayl and Mississippi Masala,
Private Parts,https://m.media-amazon.com/images/M/MV5BN2Q1YWY5OGMtMzM1ZC00OGU3LTlmMTgtNTgxZmIxYTczYjU5XkEyXkFqcGc@.jpg,en,1,1,FI,
The Saint,https://m.media-amazon.com/images/M/MV5BNzFiY2VmYmMtZWM4Yi00OWJiLTgxNGUtZjJlYjc2NGU0YmQ4XkEyXkFqcGc@.jpg,en,QLF,Never reveal YOUr name,Never surrender Yuur hear}.,
Crash,https://m.media-amazon.com/images/M/MV5BOTk1OTA1MjIyNV5BMl5BanBnXkFtZTcwODQxMTkyMQ@@.jpg,en,Crash,bullockdon,frigepifer esposito,
The Daytrippers,https://m.media-amazon.com/images/M/MV5BMGY5MTIzMWEtNmY5ZS00OWFiLWI5OGEtYzdhMmUyMTNhMzBiXkEyXkFqcGc@.jpg,en,McNAMARA,SCHREIBER,ITSA FAMILY AFFAIR,
Liar Liar,https://m.media-amazon.com/images/M/MV5BMGQ4MTk5YjctNGE5NC00ODk4LWIzOWItNzNhODc0N2JmYzMzXkEyXkFqcGc@.jpg,lt,LIARLIAR,M,OPENS,
The Quiet Room,https://m.media-amazon.com/images/M/MV5BMTkzMTYzNzk1OV5BMl5BanBnXkFtZTcwMDU0NDQzMQ@@.jpg,en,untt,Rolf,Autor,
Selena,https://m.media-amazon.com/images/M/MV5BOWU2MjkzN2EtNzY4MC00N2RlLThiNzEtMjk2M2M3NGJjZjRlXkEyXkFqcGc@.jpg,id,Jennifer Lopez,Edward James Olmos,,
The Devil s Own,https://m.media-amazon.com/images/M/MV5BMzIyNWJhZmEtZTYxMS00ZGJhLWI0MjgtZjE4MGQxMGJlYjE4XkEyXkFqcGc@.jpg,en,,,,
Love and Other Catastrophes,https://m.media-amazon.com/images/M/MV5BMTg5NjkxNDk1OV5BMl5BanBnXkFtZTcwMzA2NDMyMQ@@.jpg,en,L 0 Ve,"FUN""",,
Turbo A Power Rangers Movie,https://m.media-amazon.com/images/M/MV5BZGFlYTNjMDYtZjk5OC00MDZkLTk3YTYtZWMwNjNkMTc0YWIzXkEyXkFqcGc@.jpg,en,powerrangersturbocom,WWW:,SABAN,
Anna Karenina,https://m.media-amazon.com/images/M/MV5BMTU0NDgxNDg0NV5BMl5BanBnXkFtZTcwMjE4MzkwOA@@.jpg,tl,KARENINA,ANNA,J U D E,
Double Team,https://m.media-amazon.com/images/M/MV5BZDhiNmU0OWMtN2I3YS00MWU3LWI4YTktMjQxMzJhYjQzMDRkXkEyXkFqcGc@.jpg,en,WAMME,VAN,RWWMAN,
Anaconda,,es,,,,No poster for 'Anaconda'
Keys to Tulsa,https://m.media-amazon.com/images/M/MV5BYTYzZDY3N2MtZjRiMi00MjJmLTkyMDMtNjhkMzFjM2FhMGUwXkEyXkFqcGc@.jpg,fi,PSfRAUSS,AnD,ITC,
Kissed,https://m.media-amazon.com/images/M/MV5BOGFjODFkYzctMjRhNy00NzMwLWFlM2UtZjAzMGUxYzM1ZWNkXkEyXkFqcGc@.jpg,et,BARRYMORE,ARQUETTE,SHANNON,
Paradise Road,https://m.media-amazon.com/images/M/MV5BODU0YjE0ZDAtOWRmYy00NjZlLTg2N2ItNTAxN2FkYjI3Y2I5XkEyXkFqcGc@.jpg,id,PARADISE ROAD,Courage echoes forever.,hope,
Traveller,https://m.media-amazon.com/images/M/MV5BZWIzY2VlZmUtYTEzZS00YzUwLTk2NGMtMDU1ODY4YWE0OWU0XkEyXkFqcGc@.jpg,no,02,BILL PAXTON,Ju,
All Over Me,https://m.media-amazon.com/images/M/MV5BMzc5MjhhMmYtMmZhOC00MjU4LWE5NjUtOTJlZGQyMTY3OTFmXkEyXkFqcGc@.jpg,de,FILM,A,,
Shekvarebuli kulinaris ataserti retsepti,https://m.media-amazon.com/images/M/MV5BNDBmMzdjOWQtYWE3Mi00OWI3LTkwNzgtZTIwODNiMThjY2M2XkEyXkFqcGc@.jpg,et,A Chef In Love,Foreien Language Film,AWARD,
Romy and Michele s High School Reunion,https://m.media-amazon.com/images/M/MV5BNDQ4ZmRkYTMtOWJhMC00N2Q3LWE0OTktMWJkNDg3ZDhmOGVlXkEyXkFqcGc@.jpg,en,The Blonde Leading Ihe Blonde,HIGH SCHOOL REUNON,ROMY LLID MICHELES,
Feng yue,https://m.media-amazon.com/images/M/MV5BMjlmNTFkNTQtZjEwZi00MDhmLWJjMGItYWJmMTBhOWU2MTlkXkEyXkFqcGc@.jpg,id,0 N,0,M,
Volcano,https://m.media-amazon.com/images/M/MV5BYzAxNWU2OTMtOTMwMi00NmQ3LThlNmEtNzY5NGYwNjg2ZWFmXkEyXkFqcGc@.jpg,it,VQLCAN,COAST,TOAST,
Children of the Revolution,https://m.media-amazon.com/images/M/MV5BMjA3ODI2MDU5Nl5BMl5BanBnXkFtZTcwMzUyNTQyMQ@@.jpg,en,CHILDREN,REVOLUTIOM,"""Zany Comedy! A First-Rate Cast!""",
Austin Powers International Man of Mystery,https://m.media-amazon.com/images/M/MV5BODQzM2UwODQtMzg1ZC00MTk4LTlkOTEtYzU4NDFhYmM1MWJkXkEyXkFqcGc@.jpg,en,3,Deborciir,Defrosted_,
Breakdown,https://m.media-amazon.com/images/M/MV5BMjhiODJmOWQtNGYwZi00NjFmLWFiNTMtZjZhNTJiMTJmNjhjXkEyXkFqcGc@.jpg,pl,breakdow/i),It could happen to you,365,
Broken English,https://m.media-amazon.com/images/M/MV5BMTA2NzMwNjIwMDJeQTJeQWpwZ15BbWU3MDMyNDgzNTE@.jpg,de,BROKEN ENGUSH,'megnolie,Posey,
Commandments,https://m.media-amazon.com/images/M/MV5BMDRiZmNjZDAtN2I0Ny00YjIyLTk3NTUtODUyYTJlMTJhY2U0XkEyXkFqcGc@.jpg,fr,GilBDeMills,dCen,CARRADINE,
Truth or Consequences N.M.,https://m.media-amazon.com/images/M/MV5BNjVlYjc1MDctMTY1OC00ZWEyLWI0MTgtN2I0N2M5MzI1MDQ2XkEyXkFqcGc@.jpg,en,TRUTH OR,TRIUMPH,,
The Turning,https://m.media-amazon.com/images/M/MV5BNGMwNTNkMjUtZjU3OS00NzU5LWIxOTUtOWIzNGVkZmNjNjQ0XkEyXkFqcGc@.jpg,en,U,R,6,
The Fifth Element,https://m.media-amazon.com/images/M/MV5BODU4ZTE5MWYtNmY2MC00NDkyLTk0NDgtNTk5YjgzMzc4NmQwXkEyXkFqcGc@.jpg,en,JOVOVIC H,THE,FIFTH,
Intimate Relations,https://m.media-amazon.com/images/M/MV5BOTdjNzhjMTctMjNkZC00NWJhLTg1YWItZWNlOWRjYjgzOGRhXkEyXkFqcGc@.jpg,it,GIOVANE,MARIO CAROTENUTO,PHILIPPE LEROY,
Nowhere,https://m.media-amazon.com/images/M/MV5BZmQwODM5NTctYzRkMi00MmIwLWFjODAtMTFiMWY2OWE3MGQyXkEyXkFqcGc@.jpg,en,0,W,N,
Losing Chase,https://m.media-amazon.com/images/M/MV5BMTMxMzQ5MDEyMl5BMl5BanBnXkFtZTcwMzI2NjkxMQ@@.jpg,en,Losing,Chase,"forget ,",
La Promesse,https://m.media-amazon.com/images/M/MV5BMTZlZGU3YzQtNWQwMy00YzJiLWFhZDMtMzg2MjUzMDY1MTEzXkEyXkFqcGc@.jpg,it,promesse,la,Luc et Jean-Pierre Dardenne,
Le Bonheur,https://m.media-amazon.com/images/M/MV5BZTc0MTc0NjQtMjM3ZS00OGYwLThmNDEtMzA2YzJkZDMzOTg1XkEyXkFqcGc@.jpg,fr,LBonheur,MARIE-FRANCE BOYER,AGNES VARDA,
Love Valour Compassion,https://m.media-amazon.com/images/M/MV5BMGU1NjExYWYtZDc1Zi00MWVhLWFlODEtZmI1NWE1OTk0YmVlXkEyXkFqcGc@.jpg,fr,LOVE,VALOUR!,COMPASSION!,
Shall We Dance,https://m.media-amazon.com/images/M/MV5BMTcwODUwMTMxN15BMl5BanBnXkFtZTcwNzc3MjcyMQ@@.jpg,en,ShallweDance?,Anew comedly about following your own lead,Richard Gere,
Twin Town,https://m.media-amazon.com/images/M/MV5BOTVmMWU3NDMtMzI5ZC00YTQ5LWFhN2ItNTJlOTk0Njk0ZDgwXkEyXkFqcGc@.jpg,en,LCE,,,
Brassed Off,https://m.media-amazon.com/images/M/MV5BZTllYjU3YjAtNWI0OC00ZDk3LTk0MjktOTJiMjJjZTM4ZjM5XkEyXkFqcGc@.jpg,en,EwAN McGREGOR,PETE PoSTLETHWAITE,TARA FTZGERALD,
The Designated Mourner,https://m.media-amazon.com/images/M/MV5BMTY2NDE5NjY4MV5BMl5BanBnXkFtZTcwNzkzNDIyMQ@@.jpg,en,DESIGNATED,MOURNER,Dirertd by David Hare,
The Lost World Jurassic Park,https://m.media-amazon.com/images/M/MV5BMGI3NDg5N2ItZGIyZi00ZWNkLWFlODUtZDA1Y2Q1M2U4NGM2XkEyXkFqcGc@.jpg,en,The Lost WORLD,MMC,IDTS)STEREO,
Ponette,https://m.media-amazon.com/images/M/MV5BZTc5YjBkOGUtMTQ5YS00YzQyLWJkM2UtODA5YjY1YjgwNGM1XkEyXkFqcGc@.jpg,it,onlette,0,Jacqes,
Schizopolis,https://m.media-amazon.com/images/M/MV5BMjMyMDg1NjMyNl5BMl5BanBnXkFtZTgwNzQzMTE2ODE@.jpg,pl,SCHIZOPOLIS,1,Steven Soderbergh'$,
Shiloh,https://m.media-amazon.com/images/M/MV5BZjU2YzYxMjktMzExMC00YTc3LTkyN2QtNDU2NDE5NzljZmQ5XkEyXkFqcGc@.jpg,sq,SHIIQH,,,
The War at Home,https://m.media-amazon.com/images/M/MV5BZjNjMGVmZTUtOTYwMC00ZTNhLTkzNTYtZjhhMGNlYjRhOTA5XkEyXkFqcGc@.jpg,en,WARA,RULLES YOU BROKE,REMEMBER ALL THE,
Rough Magic,https://m.media-amazon.com/images/M/MV5BMTU1NzJlNTktY2NiYi00MmU5LTk1OWItNjgyNTVlODY4Mzg4XkEyXkFqcGc@.jpg,en,18 quicker,hand,In,
Trial and Error,https://m.media-amazon.com/images/M/MV5BZGI3OTAzNDQtMDIyOC00YjE0LTk4OGUtOGU3MTU4MDk5NmE5XkEyXkFqcGc@.jpg,en,ERROR,TRIAL&,PECKEI,
Buddy,https://m.media-amazon.com/images/M/MV5BMzI2OGZhYWQtMzI4Mi00ZWE4LWI2ZDItN2U5NWNjZTE2ZGMzXkEyXkFqcGc@.jpg,cy,DUHAMEL,SHEPARD,MUNN,
Con Air,https://m.media-amazon.com/images/M/MV5BODcxOGFjOTEtM2M3Zi00ZWNiLWFjMTYtZDQ0Yjg2NTE2MzNiXkEyXkFqcGc@.jpg,en,Mouca,JERRY BRUCKHEIMER,SCOTT ROSENBERG,
